shipment_id,booking_timestamp,promised_delivery_date,region,customer_type,service_tier,is_guaranteed,weight_kg
SHP-00000239,2011-07-14T10:07:06.557179,2011-07-17,Vancouver,RESIDENTIAL,GROUND,False,24.14
SHP-00000240,2011-07-14T19:07:29.720304,2011-07-17,Montreal,RESIDENTIAL,GROUND,True,12.19
SHP-00000241,2011-07-14T13:36:11.239816,2011-07-14,Vancouver,RESIDENTIAL,SAME_DAY,False,0.96
SHP-00000242,2011-07-14T09:21:53.532972,2011-07-17,Atlantic,RESIDENTIAL,GROUND,True,9.3
SHP-00000243,2011-07-14T11:14:57.885325,2011-07-16,GTA,RESIDENTIAL,EXPRESS,False,9.95
SHP-00000244,2011-07-14T14:48:47.529989,2011-07-17,GTA,COMMERCIAL,GROUND,False,6.06
SHP-00000245,2011-07-14T06:31:49.470263,2011-07-17,Montreal,COMMERCIAL,GROUND,True,18.2
SHP-00000246,2011-07-14T14:11:54.643871,2011-07-17,GTA,RESIDENTIAL,GROUND,False,19.14
SHP-00000247,2011-07-14T07:54:33.625601,2011-07-17,Calgary-Edmonton,RESIDENTIAL,GROUND,False,13.8
SHP-00000248,2011-07-14T07:43:31.052010,2011-07-17,Calgary-Edmonton,COMMERCIAL,GROUND,False,14.32
SHP-00000249,2011-07-14T14:38:11.000131,2011-07-17,GTA,RESIDENTIAL,GROUND,False,5.42
SHP-00000250,2011-07-14T15:23:53.296515,2011-07-17,Vancouver,RESIDENTIAL,GROUND,False,9.57
SHP-00000251,2011-07-14T10:23:06.024949,2011-07-17,Vancouver,RESIDENTIAL,GROUND,False,5.05
SHP-00000252,2011-07-14T14:29:34.034370,2011-07-16,Montreal,RESIDENTIAL,EXPRESS,False,2.52
SHP-00000253,2011-07-14T09:38:55.062601,2011-07-17,GTA,RESIDENTIAL,GROUND,False,1.88
SHP-00000254,2011-07-14T14:35:47.413219,2011-07-17,GTA,RESIDENTIAL,GROUND,False,20.36
SHP-00000255,2011-07-14T09:42:03.598601,2011-07-17,Vancouver,RESIDENTIAL,GROUND,False,6.56
SHP-00000256,2011-07-14T11:16:23.642305,2011-07-17,Atlantic,RESIDENTIAL,GROUND,False,14.68
SHP-00000257,2011-07-14T13:12:12.880166,2011-07-17,Calgary-Edmonton,COMMERCIAL,GROUND,False,6.52
SHP-00000258,2011-07-14T17:40:01.595818,2011-07-17,GTA,RESIDENTIAL,GROUND,False,4.87
SHP-00000259,2011-07-14T06:15:38.449796,2011-07-17,GTA,RESIDENTIAL,GROUND,False,14.53
SHP-00000260,2011-07-14T18:54:46.538020,2011-07-17,Calgary-Edmonton,COMMERCIAL,GROUND,True,17.45
SHP-00000261,2011-07-14T06:32:47.442806,2011-07-17,Vancouver,COMMERCIAL,GROUND,False,15.75
SHP-00000262,2011-07-14T13:25:02.752555,2011-07-17,Calgary-Edmonton,COMMERCIAL,GROUND,False,2.04
SHP-00000263,2011-07-14T07:10:24.406081,2011-07-17,Vancouver,RESIDENTIAL,GROUND,False,22.84
SHP-00000264,2011-07-14T11:57:54.008090,2011-07-17,Montreal,RESIDENTIAL,GROUND,False,3.56
SHP-00000265,2011-07-14T11:34:25.739491,2011-07-17,GTA,RESIDENTIAL,GROUND,False,19.58
SHP-00000266,2011-07-14T07:16:30.864646,2011-07-17,Vancouver,COMMERCIAL,GROUND,False,1.13
SHP-00000267,2011-07-15T14:57:50.682252,2011-07-18,Atlantic,RESIDENTIAL,GROUND,False,20.69
SHP-00000268,2011-07-15T19:39:32.553408,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,16.72
SHP-00000269,2011-07-15T09:10:05.293853,2011-07-18,Vancouver,COMMERCIAL,GROUND,False,20.57
SHP-00000270,2011-07-15T14:02:54.651490,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,20.52
SHP-00000271,2011-07-15T10:25:12.826979,2011-07-18,GTA,RESIDENTIAL,GROUND,False,6.52
SHP-00000272,2011-07-15T14:01:55.116006,2011-07-15,Calgary-Edmonton,RESIDENTIAL,SAME_DAY,False,1.25
SHP-00000273,2011-07-15T19:22:51.296077,2011-07-18,Calgary-Edmonton,COMMERCIAL,GROUND,True,2.88
SHP-00000274,2011-07-15T09:55:25.437808,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,22.98
SHP-00000275,2011-07-15T15:38:56.211673,2011-07-18,GTA,COMMERCIAL,GROUND,False,12.04
SHP-00000276,2011-07-15T11:52:02.284354,2011-07-18,GTA,RESIDENTIAL,GROUND,False,11.17
SHP-00000277,2011-07-15T11:54:04.641718,2011-07-18,Montreal,COMMERCIAL,GROUND,False,1.23
SHP-00000278,2011-07-15T12:40:17.586987,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,True,20.53
SHP-00000279,2011-07-15T10:33:04.550449,2011-07-18,Atlantic,RESIDENTIAL,GROUND,False,7.83
SHP-00000280,2011-07-15T17:53:04.598906,2011-07-16,Calgary-Edmonton,RESIDENTIAL,SAME_DAY,False,2.94
SHP-00000281,2011-07-15T12:18:14.548285,2011-07-18,Vancouver,RESIDENTIAL,GROUND,False,13.5
SHP-00000282,2011-07-15T11:33:29.431046,2011-07-18,GTA,RESIDENTIAL,GROUND,False,1.63
SHP-00000283,2011-07-15T18:05:57.753539,2011-07-18,GTA,COMMERCIAL,GROUND,False,22.97
SHP-00000284,2011-07-15T09:10:47.273610,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,12.56
SHP-00000285,2011-07-15T12:40:44.180351,2011-07-18,GTA,RESIDENTIAL,GROUND,False,23.73
SHP-00000286,2011-07-15T07:06:32.170552,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,6.29
SHP-00000287,2011-07-15T14:54:59.392561,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,7.95
SHP-00000288,2011-07-15T07:15:45.927951,2011-07-18,GTA,RESIDENTIAL,GROUND,False,1.2
SHP-00000289,2011-07-15T06:59:57.788615,2011-07-17,GTA,RESIDENTIAL,EXPRESS,True,9.42
SHP-00000290,2011-07-15T16:17:40.268072,2011-07-18,GTA,COMMERCIAL,GROUND,False,5.78
SHP-00000291,2011-07-15T09:02:56.527752,2011-07-18,GTA,RESIDENTIAL,GROUND,False,21.73
SHP-00000292,2011-07-15T16:47:28.168800,2011-07-17,GTA,RESIDENTIAL,EXPRESS,False,2.28
SHP-00000293,2011-07-15T17:16:38.478980,2011-07-18,GTA,RESIDENTIAL,GROUND,False,19.16
SHP-00000294,2011-07-15T14:22:53.469189,2011-07-18,GTA,RESIDENTIAL,GROUND,False,21.82
SHP-00000295,2011-07-15T14:40:57.944566,2011-07-17,Calgary-Edmonton,RESIDENTIAL,EXPRESS,False,4.69
SHP-00000296,2011-07-15T06:56:00.664092,2011-07-18,GTA,RESIDENTIAL,GROUND,True,13.56
SHP-00000297,2011-07-15T16:02:59.397806,2011-07-18,Calgary-Edmonton,COMMERCIAL,GROUND,True,6.3
SHP-00000298,2011-07-15T14:38:13.439601,2011-07-17,GTA,COMMERCIAL,EXPRESS,False,1.17
SHP-00000299,2011-07-15T08:30:16.453738,2011-07-18,GTA,RESIDENTIAL,GROUND,False,16.01
SHP-00000300,2011-07-15T13:28:28.584040,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,16.78
SHP-00000301,2011-07-15T19:27:47.249492,2011-07-18,GTA,RESIDENTIAL,GROUND,False,7.1
SHP-00000302,2011-07-15T15:39:21.846869,2011-07-18,GTA,RESIDENTIAL,GROUND,True,20.73
SHP-00000303,2011-07-15T13:59:12.552838,2011-07-18,GTA,RESIDENTIAL,GROUND,False,8.21
SHP-00000304,2011-07-15T11:20:29.923969,2011-07-18,Vancouver,COMMERCIAL,GROUND,True,20.4
SHP-00000305,2011-07-15T13:33:32.458364,2011-07-18,Atlantic,RESIDENTIAL,GROUND,False,1.99
SHP-00000306,2011-07-15T10:42:22.876173,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,4.55
SHP-00000307,2011-07-15T14:37:26.240615,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,5.71
SHP-00000308,2011-07-15T17:30:07.836285,2011-07-18,GTA,RESIDENTIAL,GROUND,False,9.39
SHP-00000309,2011-07-15T18:09:45.118523,2011-07-17,Vancouver,RESIDENTIAL,EXPRESS,False,11.16
SHP-00000310,2011-07-15T15:43:51.585640,2011-07-18,GTA,RESIDENTIAL,GROUND,False,24.82
SHP-00000311,2011-07-15T15:16:54.274440,2011-07-18,Vancouver,RESIDENTIAL,GROUND,True,16.85
SHP-00000312,2011-07-15T08:36:35.436326,2011-07-17,Montreal,COMMERCIAL,EXPRESS,False,6.61
SHP-00000313,2011-07-15T19:56:38.118327,2011-07-18,GTA,RESIDENTIAL,GROUND,False,8.26
SHP-00000314,2011-07-15T09:11:02.370064,2011-07-18,GTA,COMMERCIAL,GROUND,False,16.01
SHP-00000315,2011-07-15T13:19:59.796368,2011-07-17,GTA,RESIDENTIAL,EXPRESS,False,8.61
SHP-00000316,2011-07-15T16:26:18.730391,2011-07-17,Vancouver,COMMERCIAL,EXPRESS,False,3.99
SHP-00000317,2011-07-15T06:21:54.658437,2011-07-18,Atlantic,RESIDENTIAL,GROUND,False,6.54
SHP-00000318,2011-07-15T06:12:36.718727,2011-07-18,GTA,RESIDENTIAL,GROUND,True,19.35
SHP-00000319,2011-07-15T11:59:08.806438,2011-07-18,Atlantic,COMMERCIAL,GROUND,False,22.3
SHP-00000320,2011-07-15T13:31:48.604830,2011-07-18,GTA,RESIDENTIAL,GROUND,False,6.9
SHP-00000321,2011-07-15T06:45:49.152008,2011-07-18,Calgary-Edmonton,COMMERCIAL,GROUND,False,15.72
SHP-00000322,2011-07-15T12:21:05.509082,2011-07-18,Atlantic,COMMERCIAL,GROUND,False,1.6
SHP-00000323,2011-07-15T13:20:00.392226,2011-07-18,GTA,COMMERCIAL,GROUND,False,9.71
SHP-00000324,2011-07-15T16:46:05.502547,2011-07-18,Atlantic,RESIDENTIAL,GROUND,False,4.47
SHP-00000325,2011-07-15T13:36:32.458444,2011-07-17,Atlantic,RESIDENTIAL,EXPRESS,False,10.34
SHP-00000326,2011-07-15T15:08:45.154662,2011-07-18,Vancouver,RESIDENTIAL,GROUND,True,4.56
SHP-00000327,2011-07-15T11:02:33.507839,2011-07-18,Vancouver,COMMERCIAL,GROUND,False,18.98
SHP-00000328,2011-07-15T08:56:16.206612,2011-07-18,GTA,RESIDENTIAL,GROUND,False,10.93
SHP-00000329,2011-07-15T13:21:19.717757,2011-07-17,Vancouver,COMMERCIAL,EXPRESS,False,4.14
SHP-00000330,2011-07-15T14:45:23.221416,2011-07-17,GTA,RESIDENTIAL,EXPRESS,True,0.78
SHP-00000331,2011-07-15T10:12:14.313327,2011-07-18,Vancouver,RESIDENTIAL,GROUND,False,2.63
SHP-00000332,2011-07-15T15:02:20.871921,2011-07-17,Calgary-Edmonton,RESIDENTIAL,EXPRESS,False,9.67
SHP-00000333,2011-07-15T18:49:35.797134,2011-07-18,Vancouver,RESIDENTIAL,GROUND,False,8.96
SHP-00000334,2011-07-15T15:52:25.415676,2011-07-18,GTA,RESIDENTIAL,GROUND,False,19.04
SHP-00000335,2011-07-15T12:12:46.214287,2011-07-18,GTA,RESIDENTIAL,GROUND,False,22.92
SHP-00000336,2011-07-15T11:25:34.446072,2011-07-17,Calgary-Edmonton,RESIDENTIAL,EXPRESS,False,0.92
SHP-00000337,2011-07-15T09:52:23.136749,2011-07-17,Vancouver,RESIDENTIAL,EXPRESS,False,2.71
SHP-00000338,2011-07-15T17:15:21.743058,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,23.64
SHP-00000339,2011-07-15T14:20:44.516672,2011-07-18,Atlantic,RESIDENTIAL,GROUND,False,5.3
SHP-00000340,2011-07-15T15:01:18.697942,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,True,8.45
SHP-00000341,2011-07-15T12:39:16.851847,2011-07-18,GTA,COMMERCIAL,GROUND,False,1.73
SHP-00000342,2011-07-15T11:36:41.150329,2011-07-18,Calgary-Edmonton,COMMERCIAL,GROUND,False,13.79
SHP-00000343,2011-07-15T15:16:35.657749,2011-07-18,Montreal,COMMERCIAL,GROUND,False,6.67
SHP-00000344,2011-07-15T14:20:58.832917,2011-07-15,Calgary-Edmonton,RESIDENTIAL,SAME_DAY,False,3.49
SHP-00000345,2011-07-15T10:04:51.763977,2011-07-17,Montreal,COMMERCIAL,EXPRESS,False,5.71
SHP-00000346,2011-07-15T14:33:39.134111,2011-07-17,Atlantic,COMMERCIAL,EXPRESS,False,7.2
SHP-00000347,2011-07-15T08:57:25.290165,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,11.44
SHP-00000348,2011-07-15T15:12:39.505519,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,22.24
SHP-00000349,2011-07-15T14:05:28.100439,2011-07-18,Montreal,COMMERCIAL,GROUND,True,15.51
SHP-00000350,2011-07-15T16:13:21.347661,2011-07-18,Montreal,COMMERCIAL,GROUND,False,2.92
SHP-00000351,2011-07-15T17:10:24.151328,2011-07-18,GTA,RESIDENTIAL,GROUND,True,16.21
SHP-00000352,2011-07-15T18:55:12.371610,2011-07-16,Vancouver,RESIDENTIAL,SAME_DAY,False,0.37
SHP-00000353,2011-07-15T07:46:31.795307,2011-07-17,GTA,COMMERCIAL,EXPRESS,True,6.07
SHP-00000354,2011-07-15T16:57:19.396347,2011-07-17,Vancouver,COMMERCIAL,EXPRESS,True,2.52
SHP-00000355,2011-07-15T10:49:51.816261,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,18.62
SHP-00000356,2011-07-15T18:11:01.997887,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,4.48
SHP-00000357,2011-07-15T09:48:58.565988,2011-07-15,Atlantic,RESIDENTIAL,SAME_DAY,False,3.33
SHP-00000358,2011-07-15T08:31:07.799281,2011-07-17,GTA,COMMERCIAL,EXPRESS,True,8.44
SHP-00000359,2011-07-15T14:19:04.584557,2011-07-18,GTA,RESIDENTIAL,GROUND,False,2.37
SHP-00000360,2011-07-15T09:32:48.121240,2011-07-18,GTA,COMMERCIAL,GROUND,False,17.7
SHP-00000361,2011-07-15T11:26:24.957558,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,2.5
SHP-00000362,2011-07-15T07:26:45.670644,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,18.17
SHP-00000363,2011-07-15T13:12:55.303349,2011-07-18,Atlantic,COMMERCIAL,GROUND,False,14.79
SHP-00000364,2011-07-15T19:52:56.709572,2011-07-17,GTA,COMMERCIAL,EXPRESS,True,6.66
SHP-00000365,2011-07-15T06:33:02.291603,2011-07-17,GTA,COMMERCIAL,EXPRESS,False,2.53
SHP-00000366,2011-07-15T09:20:19.650619,2011-07-18,Vancouver,COMMERCIAL,GROUND,True,24.91
SHP-00000367,2011-07-15T17:17:58.026773,2011-07-18,GTA,RESIDENTIAL,GROUND,True,3.84
SHP-00000368,2011-07-15T09:23:51.200601,2011-07-18,GTA,RESIDENTIAL,GROUND,False,15.84
SHP-00000369,2011-07-15T17:15:44.457959,2011-07-18,GTA,COMMERCIAL,GROUND,False,6.29
SHP-00000370,2011-07-15T08:21:09.762998,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,19.18
SHP-00000371,2011-07-15T11:49:37.601008,2011-07-15,GTA,RESIDENTIAL,SAME_DAY,False,4.46
SHP-00000372,2011-07-15T14:34:07.310810,2011-07-18,Montreal,COMMERCIAL,GROUND,False,18.21
SHP-00000373,2011-07-15T08:54:48.678625,2011-07-17,Atlantic,RESIDENTIAL,EXPRESS,False,7.7
SHP-00000374,2011-07-15T17:16:19.745198,2011-07-18,Atlantic,RESIDENTIAL,GROUND,False,9.02
SHP-00000375,2011-07-15T09:11:20.216021,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,3.64
SHP-00000376,2011-07-15T16:04:38.989293,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,4.27
SHP-00000377,2011-07-15T08:11:42.121453,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,8.08
SHP-00000378,2011-07-15T16:13:12.894834,2011-07-18,Montreal,COMMERCIAL,GROUND,False,7.7
SHP-00000379,2011-07-15T13:03:32.502957,2011-07-15,Montreal,RESIDENTIAL,SAME_DAY,False,3.72
SHP-00000380,2011-07-15T10:08:27.837582,2011-07-18,GTA,COMMERCIAL,GROUND,False,4.19
SHP-00000381,2011-07-15T11:11:09.191214,2011-07-17,GTA,RESIDENTIAL,EXPRESS,False,9.58
SHP-00000382,2011-07-15T18:19:54.701297,2011-07-16,Montreal,RESIDENTIAL,SAME_DAY,False,0.59
SHP-00000383,2011-07-15T10:41:20.455703,2011-07-18,GTA,RESIDENTIAL,GROUND,False,4.32
SHP-00000384,2011-07-15T10:49:59.419722,2011-07-17,Calgary-Edmonton,RESIDENTIAL,EXPRESS,False,1.23
SHP-00000385,2011-07-15T07:13:20.361008,2011-07-15,Vancouver,COMMERCIAL,SAME_DAY,True,4.44
SHP-00000386,2011-07-15T15:33:13.130089,2011-07-18,GTA,RESIDENTIAL,GROUND,True,11.0
SHP-00000387,2011-07-15T15:02:40.981813,2011-07-18,Calgary-Edmonton,COMMERCIAL,GROUND,False,9.23
SHP-00000388,2011-07-15T17:50:13.890946,2011-07-18,Calgary-Edmonton,RESIDENTIAL,GROUND,False,7.92
SHP-00000389,2011-07-15T19:54:46.161118,2011-07-17,GTA,COMMERCIAL,EXPRESS,True,1.84
SHP-00000390,2011-07-15T11:39:49.941494,2011-07-15,GTA,RESIDENTIAL,SAME_DAY,False,4.62
SHP-00000391,2011-07-15T16:33:29.747450,2011-07-17,Atlantic,RESIDENTIAL,EXPRESS,False,11.65
SHP-00000392,2011-07-15T17:46:20.196577,2011-07-18,Montreal,RESIDENTIAL,GROUND,False,10.64
SHP-00000393,2011-07-15T19:39:42.311149,2011-07-18,GTA,RESIDENTIAL,GROUND,False,23.98
SHP-00000394,2011-07-16T18:14:24.807483,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,24.46
SHP-00000395,2011-07-16T08:00:39.419860,2011-07-18,Atlantic,RESIDENTIAL,EXPRESS,False,7.38
SHP-00000396,2011-07-16T16:34:24.284889,2011-07-19,GTA,RESIDENTIAL,GROUND,False,18.05
SHP-00000397,2011-07-16T15:09:12.173799,2011-07-19,GTA,RESIDENTIAL,GROUND,False,12.34
SHP-00000398,2011-07-16T14:47:31.000793,2011-07-18,Atlantic,RESIDENTIAL,EXPRESS,False,10.49
SHP-00000399,2011-07-16T06:40:55.230995,2011-07-19,GTA,RESIDENTIAL,GROUND,False,23.92
SHP-00000400,2011-07-16T17:31:35.066768,2011-07-19,Calgary-Edmonton,COMMERCIAL,GROUND,True,14.92
SHP-00000401,2011-07-16T07:37:54.908802,2011-07-18,Calgary-Edmonton,RESIDENTIAL,EXPRESS,False,11.03
SHP-00000402,2011-07-16T08:56:15.986726,2011-07-19,Vancouver,RESIDENTIAL,GROUND,False,8.38
SHP-00000403,2011-07-16T09:32:31.828550,2011-07-19,GTA,RESIDENTIAL,GROUND,True,3.85
SHP-00000404,2011-07-16T10:52:10.961705,2011-07-19,GTA,RESIDENTIAL,GROUND,False,23.77
SHP-00000405,2011-07-16T06:03:38.178006,2011-07-19,GTA,RESIDENTIAL,GROUND,False,19.1
SHP-00000406,2011-07-16T11:42:21.929687,2011-07-18,Vancouver,RESIDENTIAL,EXPRESS,False,6.41
SHP-00000407,2011-07-16T10:22:05.148304,2011-07-19,Vancouver,RESIDENTIAL,GROUND,False,15.41
SHP-00000408,2011-07-16T15:24:33.612110,2011-07-19,Calgary-Edmonton,RESIDENTIAL,GROUND,True,17.18
SHP-00000409,2011-07-16T14:19:46.025829,2011-07-19,Vancouver,COMMERCIAL,GROUND,False,9.13
SHP-00000410,2011-07-16T19:18:06.996415,2011-07-19,GTA,COMMERCIAL,GROUND,False,17.0
SHP-00000411,2011-07-16T08:30:26.422692,2011-07-18,Atlantic,RESIDENTIAL,EXPRESS,False,0.81
SHP-00000412,2011-07-16T10:48:38.228745,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,7.28
SHP-00000413,2011-07-16T12:01:46.328341,2011-07-18,GTA,RESIDENTIAL,EXPRESS,False,2.39
SHP-00000414,2011-07-16T19:35:31.886225,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,12.87
SHP-00000415,2011-07-16T10:49:55.208588,2011-07-19,GTA,COMMERCIAL,GROUND,False,3.34
SHP-00000416,2011-07-16T15:12:31.496443,2011-07-19,GTA,RESIDENTIAL,GROUND,False,1.9
SHP-00000417,2011-07-16T10:42:12.760109,2011-07-19,Montreal,RESIDENTIAL,GROUND,True,17.2
SHP-00000418,2011-07-16T19:56:49.875745,2011-07-18,Calgary-Edmonton,COMMERCIAL,EXPRESS,True,1.05
SHP-00000419,2011-07-16T17:31:56.443068,2011-07-19,GTA,COMMERCIAL,GROUND,False,2.84
SHP-00000420,2011-07-16T19:28:10.700560,2011-07-18,Vancouver,RESIDENTIAL,EXPRESS,False,2.95
SHP-00000421,2011-07-16T11:44:37.117229,2011-07-19,GTA,RESIDENTIAL,GROUND,False,21.26
SHP-00000422,2011-07-16T17:34:52.332736,2011-07-19,Vancouver,RESIDENTIAL,GROUND,False,6.89
SHP-00000423,2011-07-16T16:06:52.689475,2011-07-19,GTA,COMMERCIAL,GROUND,False,2.01
SHP-00000424,2011-07-16T07:58:04.231656,2011-07-18,Calgary-Edmonton,COMMERCIAL,EXPRESS,False,8.83
SHP-00000425,2011-07-16T16:24:55.532297,2011-07-19,GTA,COMMERCIAL,GROUND,False,20.34
SHP-00000426,2011-07-16T15:33:30.017756,2011-07-19,GTA,RESIDENTIAL,GROUND,False,11.17
SHP-00000427,2011-07-16T14:56:43.032555,2011-07-19,Vancouver,COMMERCIAL,GROUND,True,10.23
SHP-00000428,2011-07-16T09:17:47.206930,2011-07-18,Atlantic,COMMERCIAL,EXPRESS,True,9.96
SHP-00000429,2011-07-16T17:46:34.638705,2011-07-18,GTA,COMMERCIAL,EXPRESS,False,5.25
SHP-00000430,2011-07-16T14:58:45.188979,2011-07-18,Vancouver,COMMERCIAL,EXPRESS,False,9.26
SHP-00000431,2011-07-16T15:36:01.970269,2011-07-18,GTA,RESIDENTIAL,EXPRESS,False,10.24
SHP-00000432,2011-07-16T17:41:07.824189,2011-07-19,Calgary-Edmonton,RESIDENTIAL,GROUND,False,10.06
SHP-00000433,2011-07-16T07:14:48.687875,2011-07-19,GTA,COMMERCIAL,GROUND,False,7.24
SHP-00000434,2011-07-16T12:02:17.952876,2011-07-18,GTA,COMMERCIAL,EXPRESS,False,4.89
SHP-00000435,2011-07-16T15:34:47.061142,2011-07-19,GTA,COMMERCIAL,GROUND,False,9.87
SHP-00000436,2011-07-16T12:35:34.994139,2011-07-19,Vancouver,RESIDENTIAL,GROUND,True,23.35
SHP-00000437,2011-07-16T13:03:08.834781,2011-07-18,Vancouver,RESIDENTIAL,EXPRESS,False,3.49
SHP-00000438,2011-07-16T09:57:39.445613,2011-07-18,GTA,RESIDENTIAL,EXPRESS,False,11.15
SHP-00000439,2011-07-16T08:33:50.322589,2011-07-18,Calgary-Edmonton,COMMERCIAL,EXPRESS,True,1.13
SHP-00000440,2011-07-16T07:43:52.173395,2011-07-19,Atlantic,RESIDENTIAL,GROUND,False,21.81
SHP-00000441,2011-07-16T16:45:19.972720,2011-07-17,Montreal,RESIDENTIAL,SAME_DAY,False,0.57
SHP-00000442,2011-07-16T15:54:28.415162,2011-07-18,Montreal,COMMERCIAL,EXPRESS,True,5.79
SHP-00000443,2011-07-16T15:00:39.659088,2011-07-17,Montreal,COMMERCIAL,SAME_DAY,True,0.43
SHP-00000444,2011-07-16T11:26:20.546243,2011-07-18,GTA,COMMERCIAL,EXPRESS,True,2.89
SHP-00000445,2011-07-16T13:10:37.722573,2011-07-19,Atlantic,COMMERCIAL,GROUND,False,20.97
SHP-00000446,2011-07-16T15:28:12.577613,2011-07-19,Vancouver,RESIDENTIAL,GROUND,False,24.36
SHP-00000447,2011-07-16T09:28:52.136661,2011-07-19,GTA,COMMERCIAL,GROUND,False,8.21
SHP-00000448,2011-07-16T13:02:53.606199,2011-07-18,Montreal,COMMERCIAL,EXPRESS,True,1.44
SHP-00000449,2011-07-16T10:46:43.252750,2011-07-19,GTA,RESIDENTIAL,GROUND,False,20.39
SHP-00000450,2011-07-16T15:41:07.033991,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,12.45
SHP-00000451,2011-07-16T08:38:06.343611,2011-07-19,GTA,RESIDENTIAL,GROUND,False,17.7
SHP-00000452,2011-07-16T18:02:13.740850,2011-07-18,Montreal,RESIDENTIAL,EXPRESS,False,5.92
SHP-00000453,2011-07-16T13:11:13.128362,2011-07-18,Vancouver,COMMERCIAL,EXPRESS,True,5.1
SHP-00000454,2011-07-16T14:43:03.913166,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,3.81
SHP-00000455,2011-07-16T15:57:33.813372,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,8.04
SHP-00000456,2011-07-16T19:54:45.868663,2011-07-19,Vancouver,RESIDENTIAL,GROUND,True,10.98
SHP-00000457,2011-07-16T09:10:25.188903,2011-07-19,Calgary-Edmonton,COMMERCIAL,GROUND,False,3.74
SHP-00000458,2011-07-16T12:07:46.466006,2011-07-18,Calgary-Edmonton,COMMERCIAL,EXPRESS,False,11.16
SHP-00000459,2011-07-16T08:11:54.440387,2011-07-19,Calgary-Edmonton,RESIDENTIAL,GROUND,False,22.86
SHP-00000460,2011-07-16T17:41:14.593842,2011-07-19,GTA,COMMERCIAL,GROUND,False,1.16
SHP-00000461,2011-07-16T18:51:08.210910,2011-07-19,GTA,COMMERCIAL,GROUND,True,11.29
SHP-00000462,2011-07-16T08:18:01.963958,2011-07-19,Vancouver,RESIDENTIAL,GROUND,False,24.57
SHP-00000463,2011-07-16T15:48:39.835883,2011-07-19,Vancouver,COMMERCIAL,GROUND,False,22.26
SHP-00000464,2011-07-16T16:56:30.779894,2011-07-19,Calgary-Edmonton,RESIDENTIAL,GROUND,False,22.3
SHP-00000465,2011-07-16T10:46:11.727542,2011-07-19,GTA,COMMERCIAL,GROUND,False,8.49
SHP-00000466,2011-07-16T06:40:05.736796,2011-07-18,Montreal,COMMERCIAL,EXPRESS,False,4.58
SHP-00000467,2011-07-16T17:24:39.993314,2011-07-19,Vancouver,RESIDENTIAL,GROUND,False,17.01
SHP-00000468,2011-07-16T06:52:14.561096,2011-07-19,Calgary-Edmonton,RESIDENTIAL,GROUND,False,2.97
SHP-00000469,2011-07-16T19:16:10.129704,2011-07-19,GTA,RESIDENTIAL,GROUND,False,17.54
SHP-00000470,2011-07-16T19:13:01.105877,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,18.92
SHP-00000471,2011-07-16T08:00:00.617337,2011-07-16,GTA,RESIDENTIAL,SAME_DAY,False,0.33
SHP-00000472,2011-07-16T14:01:22.178226,2011-07-19,Vancouver,RESIDENTIAL,GROUND,False,11.02
SHP-00000473,2011-07-16T07:15:01.475032,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,18.47
SHP-00000474,2011-07-16T17:08:46.402584,2011-07-19,Montreal,RESIDENTIAL,GROUND,False,14.73
SHP-00000475,2011-07-16T15:12:56.022482,2011-07-19,GTA,RESIDENTIAL,GROUND,False,1.45
SHP-00000476,2011-07-16T18:02:06.279886,2011-07-17,Montreal,RESIDENTIAL,SAME_DAY,False,2.19
SHP-00000477,2011-07-16T19:27:20.616074,2011-07-19,GTA,RESIDENTIAL,GROUND,False,2.41
