shipment_id,invoice_date,base_rate,fuel_surcharge_pct,fuel_surcharge_amount,guarantee_fee,total_billed
SHP-00000385,2011-07-15,25.0,0.1478,3.69,12.0,40.69
SHP-00000386,2011-07-16,13.2,0.1478,1.95,5.0,20.15
SHP-00000387,2011-07-16,11.08,0.1478,1.64,0.0,12.72
SHP-00000388,2011-07-16,9.51,0.1478,1.41,0.0,10.92
SHP-00000389,2011-07-16,15.0,0.1478,2.22,8.0,25.22
SHP-00000390,2011-07-16,25.0,0.1478,3.69,0.0,28.69
SHP-00000391,2011-07-16,29.13,0.1478,4.31,0.0,33.44
SHP-00000392,2011-07-16,12.77,0.1478,1.89,0.0,14.66
SHP-00000393,2011-07-16,28.78,0.1478,4.25,0.0,33.03
SHP-00000394,2011-07-17,29.36,0.1478,4.34,0.0,33.7
SHP-00000395,2011-07-16,18.45,0.1478,2.73,0.0,21.18
SHP-00000396,2011-07-17,21.67,0.1478,3.2,0.0,24.87
SHP-00000397,2011-07-17,14.81,0.1478,2.19,0.0,17.0
SHP-00000398,2011-07-17,26.23,0.1478,3.88,0.0,30.11
SHP-00000399,2011-07-16,28.71,0.1478,4.24,0.0,32.95
SHP-00000400,2011-07-16,17.91,0.1478,2.65,5.0,25.56
SHP-00000401,2011-07-16,27.58,0.1478,4.08,0.0,31.66
SHP-00000402,2011-07-17,10.06,0.1478,1.49,0.0,11.55
SHP-00000403,2011-07-16,8.0,0.1478,1.18,5.0,14.18
SHP-00000404,2011-07-16,28.53,0.1478,4.22,0.0,32.75
SHP-00000405,2011-07-17,22.93,0.1478,3.39,0.0,26.32
SHP-00000406,2011-07-17,16.03,0.1478,2.37,0.0,18.4
SHP-00000407,2011-07-17,18.5,0.1478,2.73,0.0,21.23
SHP-00000408,2011-07-17,20.62,0.1478,3.05,5.0,28.67
SHP-00000409,2011-07-17,10.96,0.1478,1.62,0.0,12.58
SHP-00000410,2011-07-18,20.4,0.1478,3.02,0.0,23.42
SHP-00000411,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000412,2011-07-17,8.74,0.1478,1.29,0.0,10.03
SHP-00000413,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000414,2011-07-17,15.45,0.1478,2.28,0.0,17.73
SHP-00000415,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000416,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000417,2011-07-17,20.65,0.1478,3.05,5.0,28.7
SHP-00000418,2011-07-17,15.0,0.1478,2.22,8.0,25.22
SHP-00000419,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000420,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000421,2011-07-17,25.52,0.1478,3.77,0.0,29.29
SHP-00000422,2011-07-17,8.27,0.1478,1.22,0.0,9.49
SHP-00000423,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000424,2011-07-16,22.08,0.1478,3.26,0.0,25.34
SHP-00000425,2011-07-17,24.41,0.1478,3.61,0.0,28.02
SHP-00000426,2011-07-17,13.41,0.1478,1.98,0.0,15.39
SHP-00000427,2011-07-17,12.28,0.1478,1.81,5.0,19.09
SHP-00000428,2011-07-16,24.91,0.1478,3.68,8.0,36.59
SHP-00000429,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000430,2011-07-17,23.16,0.1478,3.42,0.0,26.58
SHP-00000431,2011-07-17,25.61,0.1478,3.79,0.0,29.4
SHP-00000432,2011-07-17,12.07,0.1478,1.78,0.0,13.85
SHP-00000433,2011-07-16,8.69,0.1478,1.28,0.0,9.97
SHP-00000434,2011-07-16,15.0,0.1478,2.22,0.0,17.22
SHP-00000435,2011-07-17,11.85,0.1478,1.75,0.0,13.6
SHP-00000436,2011-07-17,28.03,0.1478,4.14,5.0,37.17
SHP-00000437,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000438,2011-07-17,27.88,0.1478,4.12,0.0,32.0
SHP-00000439,2011-07-17,15.0,0.1478,2.22,8.0,25.22
SHP-00000440,2011-07-16,26.18,0.1478,3.87,0.0,30.05
SHP-00000441,2011-07-17,25.01,0.1478,3.7,0.0,28.71
SHP-00000442,2011-07-17,15.0,0.1478,2.22,8.0,25.22
SHP-00000443,2011-07-17,25.01,0.1478,3.7,12.0,40.71
SHP-00000444,2011-07-17,15.0,0.1478,2.22,8.0,25.22
SHP-00000445,2011-07-17,25.17,0.1478,3.72,0.0,28.89
SHP-00000446,2011-07-17,29.24,0.1478,4.32,0.0,33.56
SHP-00000447,2011-07-17,9.85,0.1478,1.46,0.0,11.31
SHP-00000448,2011-07-16,15.0,0.1478,2.22,8.0,25.22
SHP-00000449,2011-07-17,24.47,0.1478,3.62,0.0,28.09
SHP-00000450,2011-07-17,14.94,0.1478,2.21,0.0,17.15
SHP-00000451,2011-07-16,21.25,0.1478,3.14,0.0,24.39
SHP-00000452,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000453,2011-07-17,15.0,0.1478,2.22,8.0,25.22
SHP-00000454,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000455,2011-07-17,9.65,0.1478,1.43,0.0,11.08
SHP-00000456,2011-07-17,13.18,0.1478,1.95,5.0,20.13
SHP-00000457,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000458,2011-07-17,27.91,0.1478,4.13,0.0,32.04
SHP-00000459,2011-07-16,27.44,0.1478,4.06,0.0,31.5
SHP-00000460,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000461,2011-07-17,13.55,0.1478,2.0,5.0,20.55
SHP-00000462,2011-07-16,29.49,0.1478,4.36,0.0,33.85
SHP-00000463,2011-07-17,26.72,0.1478,3.95,0.0,30.67
SHP-00000464,2011-07-17,26.77,0.1478,3.96,0.0,30.73
SHP-00000465,2011-07-17,10.19,0.1478,1.51,0.0,11.7
SHP-00000466,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000467,2011-07-17,20.42,0.1478,3.02,0.0,23.44
SHP-00000468,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000469,2011-07-17,21.05,0.1478,3.11,0.0,24.16
SHP-00000470,2011-07-17,22.71,0.1478,3.36,0.0,26.07
SHP-00000471,2011-07-17,25.01,0.1478,3.7,0.0,28.71
SHP-00000472,2011-07-17,13.23,0.1478,1.96,0.0,15.19
SHP-00000473,2011-07-17,22.17,0.1478,3.28,0.0,25.45
SHP-00000474,2011-07-17,17.68,0.1478,2.61,0.0,20.29
SHP-00000475,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000476,2011-07-17,25.01,0.1478,3.7,0.0,28.71
SHP-00000477,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000478,2011-07-16,12.29,0.1478,1.82,0.0,14.11
SHP-00000479,2011-07-17,19.97,0.1478,2.95,0.0,22.92
SHP-00000480,2011-07-17,25.01,0.1478,3.7,0.0,28.71
SHP-00000481,2011-07-16,8.0,0.1478,1.18,0.0,9.18
SHP-00000482,2011-07-16,20.27,0.1478,3.0,5.0,28.27
SHP-00000483,2011-07-16,23.89,0.1478,3.53,0.0,27.42
SHP-00000484,2011-07-16,11.87,0.1478,1.75,0.0,13.62
SHP-00000485,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000486,2011-07-16,8.0,0.1478,1.18,5.0,14.18
SHP-00000487,2011-07-16,26.63,0.1478,3.94,0.0,30.57
SHP-00000488,2011-07-16,26.66,0.1478,3.94,0.0,30.6
SHP-00000489,2011-07-16,25.01,0.1478,3.7,0.0,28.71
SHP-00000490,2011-07-16,15.0,0.1478,2.22,8.0,25.22
SHP-00000491,2011-07-17,12.07,0.1478,1.78,0.0,13.85
SHP-00000492,2011-07-17,18.99,0.1478,2.81,0.0,21.8
SHP-00000493,2011-07-16,10.66,0.1478,1.58,0.0,12.24
SHP-00000494,2011-07-16,15.0,0.1478,2.22,0.0,17.22
SHP-00000495,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000496,2011-07-17,15.0,0.1478,2.22,8.0,25.22
SHP-00000497,2011-07-16,15.0,0.1478,2.22,8.0,25.22
SHP-00000498,2011-07-16,25.01,0.1478,3.7,12.0,40.71
SHP-00000499,2011-07-17,10.99,0.1478,1.62,0.0,12.61
SHP-00000500,2011-07-17,11.93,0.1478,1.76,0.0,13.69
SHP-00000501,2011-07-17,18.47,0.1478,2.73,0.0,21.2
SHP-00000502,2011-07-17,23.81,0.1478,3.52,0.0,27.33
SHP-00000503,2011-07-17,15.46,0.1478,2.28,0.0,17.74
SHP-00000504,2011-07-16,25.48,0.1478,3.77,8.0,37.25
SHP-00000505,2011-07-16,10.33,0.1478,1.53,0.0,11.86
SHP-00000506,2011-07-17,20.65,0.1478,3.05,0.0,23.7
SHP-00000507,2011-07-18,11.19,0.1478,1.65,0.0,12.84
SHP-00000508,2011-07-17,22.01,0.1478,3.25,0.0,25.26
SHP-00000509,2011-07-17,22.46,0.1478,3.32,0.0,25.78
SHP-00000510,2011-07-17,25.01,0.1478,3.7,0.0,28.71
SHP-00000511,2011-07-16,25.01,0.1478,3.7,12.0,40.71
SHP-00000512,2011-07-16,11.82,0.1478,1.75,0.0,13.57
SHP-00000513,2011-07-17,24.76,0.1478,3.66,0.0,28.42
SHP-00000514,2011-07-17,27.43,0.1478,4.05,0.0,31.48
SHP-00000515,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000516,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000517,2011-07-16,15.78,0.1478,2.33,5.0,23.11
SHP-00000518,2011-07-16,15.0,0.1478,2.22,0.0,17.22
SHP-00000519,2011-07-17,12.46,0.1478,1.84,0.0,14.3
SHP-00000520,2011-07-17,21.86,0.1478,3.23,0.0,25.09
SHP-00000521,2011-07-17,8.0,0.1478,1.18,5.0,14.18
SHP-00000522,2011-07-17,15.0,0.1478,2.22,0.0,17.22
SHP-00000523,2011-07-16,9.22,0.1478,1.36,0.0,10.58
SHP-00000524,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000525,2011-07-17,22.46,0.1478,3.32,0.0,25.78
SHP-00000526,2011-07-16,25.01,0.1478,3.7,12.0,40.71
SHP-00000527,2011-07-17,20.36,0.1478,3.01,0.0,23.37
SHP-00000528,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000529,2011-07-17,14.12,0.1478,2.09,0.0,16.21
SHP-00000530,2011-07-18,15.0,0.1478,2.22,8.0,25.22
SHP-00000531,2011-07-18,21.8,0.1478,3.22,0.0,25.02
SHP-00000532,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000533,2011-07-18,25.01,0.1478,3.7,12.0,40.71
SHP-00000534,2011-07-18,23.41,0.1478,3.46,5.0,31.87
SHP-00000535,2011-07-18,22.34,0.1478,3.3,0.0,25.64
SHP-00000536,2011-07-18,21.26,0.1478,3.14,5.0,29.4
SHP-00000537,2011-07-18,22.81,0.1478,3.37,0.0,26.18
SHP-00000538,2011-07-18,18.08,0.1478,2.67,0.0,20.75
SHP-00000539,2011-07-18,28.92,0.1478,4.27,0.0,33.19
SHP-00000540,2011-07-17,11.45,0.1478,1.69,5.0,18.14
SHP-00000541,2011-07-18,19.01,0.1478,2.81,0.0,21.82
SHP-00000542,2011-07-18,24.08,0.1478,3.56,0.0,27.64
SHP-00000543,2011-07-18,24.16,0.1478,3.57,8.0,35.73
SHP-00000544,2011-07-18,15.0,0.1478,2.22,0.0,17.22
SHP-00000545,2011-07-18,21.13,0.1478,3.12,5.0,29.25
SHP-00000546,2011-07-17,8.0,0.1478,1.18,0.0,9.18
SHP-00000547,2011-07-17,18.2,0.1478,2.69,0.0,20.89
SHP-00000548,2011-07-17,24.72,0.1478,3.65,0.0,28.37
SHP-00000549,2011-07-18,15.0,0.1478,2.22,0.0,17.22
SHP-00000550,2011-07-18,20.21,0.1478,2.99,0.0,23.2
SHP-00000551,2011-07-17,16.99,0.1478,2.51,0.0,19.5
SHP-00000552,2011-07-18,24.37,0.1478,3.6,0.0,27.97
SHP-00000553,2011-07-18,16.05,0.1478,2.37,5.0,23.42
SHP-00000554,2011-07-18,26.13,0.1478,3.86,0.0,29.99
SHP-00000555,2011-07-18,22.68,0.1478,3.35,0.0,26.03
SHP-00000556,2011-07-18,24.75,0.1478,3.66,0.0,28.41
SHP-00000557,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000558,2011-07-18,29.35,0.1478,4.34,0.0,33.69
SHP-00000559,2011-07-18,15.93,0.1478,2.35,0.0,18.28
SHP-00000560,2011-07-18,8.55,0.1478,1.26,5.0,14.81
SHP-00000561,2011-07-18,25.01,0.1478,3.7,0.0,28.71
SHP-00000562,2011-07-17,8.0,0.1478,1.18,5.0,14.18
SHP-00000563,2011-07-18,25.01,0.1478,3.7,0.0,28.71
SHP-00000564,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000565,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000566,2011-07-18,9.15,0.1478,1.35,0.0,10.5
SHP-00000567,2011-07-18,9.44,0.1478,1.4,5.0,15.84
SHP-00000568,2011-07-18,27.44,0.1478,4.06,0.0,31.5
SHP-00000569,2011-07-17,11.78,0.1478,1.74,5.0,18.52
SHP-00000570,2011-07-18,15.0,0.1478,2.22,8.0,25.22
SHP-00000571,2011-07-18,8.0,0.1478,1.18,5.0,14.18
SHP-00000572,2011-07-18,15.28,0.1478,2.26,8.0,25.54
SHP-00000573,2011-07-18,22.73,0.1478,3.36,8.0,34.09
SHP-00000574,2011-07-18,25.01,0.1478,3.7,0.0,28.71
SHP-00000575,2011-07-17,15.0,0.1478,2.22,8.0,25.22
SHP-00000576,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000577,2011-07-19,25.01,0.1478,3.7,0.0,28.71
SHP-00000578,2011-07-18,13.48,0.1478,1.99,0.0,15.47
SHP-00000579,2011-07-19,14.8,0.1478,2.19,0.0,16.99
SHP-00000580,2011-07-19,18.16,0.1478,2.68,0.0,20.84
SHP-00000581,2011-07-19,15.01,0.1478,2.22,8.0,25.23
SHP-00000582,2011-07-19,26.99,0.1478,3.99,0.0,30.98
SHP-00000583,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000584,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000585,2011-07-18,8.07,0.1478,1.19,5.0,14.26
SHP-00000586,2011-07-19,29.21,0.1478,4.32,0.0,33.53
SHP-00000587,2011-07-19,29.2,0.1478,4.32,0.0,33.52
SHP-00000588,2011-07-19,8.94,0.1478,1.32,0.0,10.26
SHP-00000589,2011-07-19,15.33,0.1478,2.27,0.0,17.6
SHP-00000590,2011-07-18,25.01,0.1478,3.7,0.0,28.71
SHP-00000591,2011-07-19,19.28,0.1478,2.85,8.0,30.13
SHP-00000592,2011-07-19,14.99,0.1478,2.22,0.0,17.21
SHP-00000593,2011-07-19,13.51,0.1478,2.0,5.0,20.51
SHP-00000594,2011-07-18,27.84,0.1478,4.11,0.0,31.95
SHP-00000595,2011-07-18,15.58,0.1478,2.3,0.0,17.88
SHP-00000596,2011-07-18,28.86,0.1478,4.27,0.0,33.13
SHP-00000597,2011-07-19,17.02,0.1478,2.52,0.0,19.54
SHP-00000598,2011-07-19,29.83,0.1478,4.41,5.0,39.24
SHP-00000599,2011-07-19,15.01,0.1478,2.22,8.0,25.23
SHP-00000600,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000601,2011-07-18,14.0,0.1478,2.07,0.0,16.07
SHP-00000602,2011-07-19,25.01,0.1478,3.7,0.0,28.71
SHP-00000603,2011-07-19,14.69,0.1478,2.17,0.0,16.86
SHP-00000604,2011-07-18,15.01,0.1478,2.22,0.0,17.23
SHP-00000605,2011-07-19,25.01,0.1478,3.7,12.0,40.71
SHP-00000606,2011-07-19,27.04,0.1478,4.0,8.0,39.04
SHP-00000607,2011-07-19,21.9,0.1478,3.24,5.0,30.14
SHP-00000608,2011-07-19,11.58,0.1478,1.71,0.0,13.29
SHP-00000609,2011-07-19,26.28,0.1478,3.88,0.0,30.16
SHP-00000610,2011-07-19,23.19,0.1478,3.43,0.0,26.62
SHP-00000611,2011-07-19,20.85,0.1478,3.08,0.0,23.93
SHP-00000612,2011-07-19,17.66,0.1478,2.61,0.0,20.27
SHP-00000613,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000614,2011-07-19,29.66,0.1478,4.38,0.0,34.04
SHP-00000615,2011-07-19,8.0,0.1478,1.18,5.0,14.18
SHP-00000616,2011-07-19,11.26,0.1478,1.66,5.0,17.92
SHP-00000617,2011-07-19,17.86,0.1478,2.64,0.0,20.5
SHP-00000618,2011-07-20,22.0,0.1478,3.25,0.0,25.25
SHP-00000619,2011-07-20,15.01,0.1478,2.22,8.0,25.23
SHP-00000620,2011-07-19,11.33,0.1478,1.67,0.0,13.0
SHP-00000621,2011-07-19,13.81,0.1478,2.04,0.0,15.85
SHP-00000622,2011-07-19,15.7,0.1478,2.32,0.0,18.02
SHP-00000623,2011-07-19,24.84,0.1478,3.67,0.0,28.51
SHP-00000624,2011-07-19,8.0,0.1478,1.18,5.0,14.18
SHP-00000625,2011-07-18,24.29,0.1478,3.59,0.0,27.88
SHP-00000626,2011-07-19,12.5,0.1478,1.85,0.0,14.35
SHP-00000627,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000628,2011-07-19,20.21,0.1478,2.99,0.0,23.2
SHP-00000629,2011-07-19,25.54,0.1478,3.77,8.0,37.31
SHP-00000630,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000631,2011-07-19,16.12,0.1478,2.38,0.0,18.5
SHP-00000632,2011-07-19,17.09,0.1478,2.53,0.0,19.62
SHP-00000633,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000634,2011-07-19,26.84,0.1478,3.97,0.0,30.81
SHP-00000635,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000636,2011-07-19,8.0,0.1478,1.18,5.0,14.18
SHP-00000637,2011-07-19,24.33,0.1478,3.6,0.0,27.93
SHP-00000638,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000639,2011-07-19,17.23,0.1478,2.55,0.0,19.78
SHP-00000640,2011-07-18,22.06,0.1478,3.26,0.0,25.32
SHP-00000641,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000642,2011-07-19,20.46,0.1478,3.02,0.0,23.48
SHP-00000643,2011-07-18,22.39,0.1478,3.31,0.0,25.7
SHP-00000644,2011-07-19,10.23,0.1478,1.51,0.0,11.74
SHP-00000645,2011-07-19,17.83,0.1478,2.64,0.0,20.47
SHP-00000646,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000647,2011-07-19,15.43,0.1478,2.28,0.0,17.71
SHP-00000648,2011-07-18,12.86,0.1478,1.9,0.0,14.76
SHP-00000649,2011-07-19,21.38,0.1478,3.16,0.0,24.54
SHP-00000650,2011-07-19,29.27,0.1478,4.33,5.0,38.6
SHP-00000651,2011-07-18,16.34,0.1478,2.42,0.0,18.76
SHP-00000652,2011-07-19,9.88,0.1478,1.46,0.0,11.34
SHP-00000653,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000654,2011-07-19,26.46,0.1478,3.91,0.0,30.37
SHP-00000655,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000656,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000657,2011-07-19,15.67,0.1478,2.32,0.0,17.99
SHP-00000658,2011-07-19,25.01,0.1478,3.7,0.0,28.71
SHP-00000659,2011-07-18,13.19,0.1478,1.95,0.0,15.14
SHP-00000660,2011-07-18,13.31,0.1478,1.97,0.0,15.28
SHP-00000661,2011-07-19,26.49,0.1478,3.92,0.0,30.41
SHP-00000662,2011-07-19,25.01,0.1478,3.7,0.0,28.71
SHP-00000663,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000664,2011-07-18,25.2,0.1478,3.72,0.0,28.92
SHP-00000665,2011-07-19,22.65,0.1478,3.35,0.0,26.0
SHP-00000666,2011-07-18,24.63,0.1478,3.64,0.0,28.27
SHP-00000667,2011-07-19,22.03,0.1478,3.26,0.0,25.29
SHP-00000668,2011-07-19,14.44,0.1478,2.13,0.0,16.57
SHP-00000669,2011-07-19,10.54,0.1478,1.56,0.0,12.1
SHP-00000670,2011-07-19,24.5,0.1478,3.62,0.0,28.12
SHP-00000671,2011-07-18,15.01,0.1478,2.22,0.0,17.23
SHP-00000672,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000673,2011-07-19,20.86,0.1478,3.08,0.0,23.94
SHP-00000674,2011-07-18,15.01,0.1478,2.22,0.0,17.23
SHP-00000675,2011-07-19,25.01,0.1478,3.7,12.0,40.71
SHP-00000676,2011-07-19,28.2,0.1478,4.17,0.0,32.37
SHP-00000677,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000678,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000679,2011-07-19,17.12,0.1478,2.53,0.0,19.65
SHP-00000680,2011-07-18,8.07,0.1478,1.19,0.0,9.26
SHP-00000681,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000682,2011-07-19,24.63,0.1478,3.64,0.0,28.27
SHP-00000683,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000684,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000685,2011-07-19,9.99,0.1478,1.48,5.0,16.47
SHP-00000686,2011-07-19,17.16,0.1478,2.54,0.0,19.7
SHP-00000687,2011-07-19,8.0,0.1478,1.18,5.0,14.18
SHP-00000688,2011-07-19,15.01,0.1478,2.22,8.0,25.23
SHP-00000689,2011-07-18,18.79,0.1478,2.78,0.0,21.57
SHP-00000690,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000691,2011-07-19,13.99,0.1478,2.07,5.0,21.06
SHP-00000692,2011-07-19,27.06,0.1478,4.0,0.0,31.06
SHP-00000693,2011-07-19,15.85,0.1478,2.34,0.0,18.19
SHP-00000694,2011-07-19,25.01,0.1478,3.7,0.0,28.71
SHP-00000695,2011-07-19,23.33,0.1478,3.45,0.0,26.78
SHP-00000696,2011-07-20,25.05,0.1478,3.7,0.0,28.75
SHP-00000697,2011-07-19,17.79,0.1478,2.63,0.0,20.42
SHP-00000698,2011-07-18,8.0,0.1478,1.18,0.0,9.18
SHP-00000699,2011-07-19,18.97,0.1478,2.8,0.0,21.77
SHP-00000700,2011-07-19,18.19,0.1478,2.69,0.0,20.88
SHP-00000701,2011-07-19,15.41,0.1478,2.28,5.0,22.69
SHP-00000702,2011-07-19,25.01,0.1478,3.7,0.0,28.71
SHP-00000703,2011-07-19,27.84,0.1478,4.11,0.0,31.95
SHP-00000704,2011-07-19,16.21,0.1478,2.4,0.0,18.61
SHP-00000705,2011-07-19,24.36,0.1478,3.6,0.0,27.96
SHP-00000706,2011-07-19,28.06,0.1478,4.15,0.0,32.21
SHP-00000707,2011-07-18,25.01,0.1478,3.7,12.0,40.71
SHP-00000708,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000709,2011-07-19,15.33,0.1478,2.27,0.0,17.6
SHP-00000710,2011-07-19,25.01,0.1478,3.7,0.0,28.71
SHP-00000711,2011-07-18,23.46,0.1478,3.47,8.0,34.93
SHP-00000712,2011-07-20,23.66,0.1478,3.5,0.0,27.16
SHP-00000713,2011-07-19,16.15,0.1478,2.39,0.0,18.54
SHP-00000714,2011-07-19,24.0,0.1478,3.55,0.0,27.55
SHP-00000715,2011-07-20,22.59,0.1478,3.34,5.0,30.93
SHP-00000716,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000717,2011-07-20,25.01,0.1478,3.7,12.0,40.71
SHP-00000718,2011-07-19,15.32,0.1478,2.26,0.0,17.58
SHP-00000719,2011-07-20,21.06,0.1478,3.11,5.0,29.17
SHP-00000720,2011-07-19,29.81,0.1478,4.41,0.0,34.22
SHP-00000721,2011-07-19,19.25,0.1478,2.85,0.0,22.1
SHP-00000722,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000723,2011-07-20,29.82,0.1478,4.41,0.0,34.23
SHP-00000724,2011-07-20,27.94,0.1478,4.13,0.0,32.07
SHP-00000725,2011-07-20,8.0,0.1478,1.18,5.0,14.18
SHP-00000726,2011-07-19,15.01,0.1478,2.22,8.0,25.23
SHP-00000727,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000728,2011-07-20,25.24,0.1478,3.73,0.0,28.97
SHP-00000729,2011-07-20,11.17,0.1478,1.65,0.0,12.82
SHP-00000730,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000731,2011-07-20,19.43,0.1478,2.87,0.0,22.3
SHP-00000732,2011-07-20,25.24,0.1478,3.73,8.0,36.97
SHP-00000733,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000734,2011-07-19,13.97,0.1478,2.06,5.0,21.03
SHP-00000735,2011-07-20,28.01,0.1478,4.14,5.0,37.15
SHP-00000736,2011-07-20,10.07,0.1478,1.49,0.0,11.56
SHP-00000737,2011-07-20,8.0,0.1478,1.18,0.0,9.18
SHP-00000738,2011-07-20,17.59,0.1478,2.6,5.0,25.19
SHP-00000739,2011-07-20,19.39,0.1478,2.87,0.0,22.26
SHP-00000740,2011-07-20,19.87,0.1478,2.94,0.0,22.81
SHP-00000741,2011-07-20,11.96,0.1478,1.77,0.0,13.73
SHP-00000742,2011-07-20,29.02,0.1478,4.29,0.0,33.31
SHP-00000743,2011-07-19,8.0,0.1478,1.18,0.0,9.18
SHP-00000744,2011-07-20,21.33,0.1478,3.15,0.0,24.48
SHP-00000745,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000746,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000747,2011-07-19,28.81,0.1478,4.26,5.0,38.07
SHP-00000748,2011-07-19,15.81,0.1478,2.34,5.0,23.15
SHP-00000749,2011-07-20,15.01,0.1478,2.22,8.0,25.23
SHP-00000750,2011-07-20,25.01,0.1478,3.7,0.0,28.71
SHP-00000751,2011-07-19,15.01,0.1478,2.22,0.0,17.23
SHP-00000752,2011-07-20,15.42,0.1478,2.28,0.0,17.7
SHP-00000753,2011-07-20,29.44,0.1478,4.35,0.0,33.79
SHP-00000754,2011-07-20,17.65,0.1478,2.61,0.0,20.26
SHP-00000755,2011-07-20,20.54,0.1478,3.04,0.0,23.58
SHP-00000756,2011-07-20,25.01,0.1478,3.7,12.0,40.71
SHP-00000757,2011-07-20,10.41,0.1478,1.54,0.0,11.95
SHP-00000758,2011-07-20,11.15,0.1478,1.65,0.0,12.8
SHP-00000759,2011-07-20,9.38,0.1478,1.39,0.0,10.77
SHP-00000760,2011-07-20,29.57,0.1478,4.37,0.0,33.94
SHP-00000761,2011-07-20,16.54,0.1478,2.44,0.0,18.98
SHP-00000762,2011-07-20,27.34,0.1478,4.04,8.0,39.38
SHP-00000763,2011-07-20,15.01,0.1478,2.22,0.0,17.23
SHP-00000764,2011-07-20,8.09,0.1478,1.2,0.0,9.29
SHP-00000765,2011-07-20,15.62,0.1478,2.31,0.0,17.93
SHP-00000766,2011-07-20,26.65,0.1478,3.94,0.0,30.59
SHP-00000767,2011-07-20,21.86,0.1478,3.23,8.0,33.09
SHP-00000768,2011-07-20,8.2,0.1478,1.21,0.0,9.41
SHP-00000769,2011-07-20,17.58,0.1478,2.6,0.0,20.18
SHP-00000770,2011-07-20,20.6,0.1478,3.04,0.0,23.64
SHP-00000771,2011-07-20,22.68,0.1478,3.35,0.0,26.03
